date,rating,role,location,title,body,pros,cons,work_life_balance,pay_and_benefits,job_security,management,culture
2024년 9월 23일,5,Specialist (전 직원),"Aventura, FL",so fun,"working here was probably one of the besy jobs in my life. if i could i would reapply and work there forever. the benifits were great, the pay, the culture was amazing.",,,,,,,
2024년 9월 23일,2,Analyst (현 직원),"Austin, TX",Hostile and toxic but health insurance is provided,"Your colleagues are encouraged to report on you even if you commented on your own weight. People don’t trust one another and the worst part is it doesn’t matter how hard you work. If the wrong clique doesn’t like you, management wouldn’t consider you for job advancement regardless of your results.",Work life balance,"Terrible management, co workers report on one another",,,,,
2024년 9월 23일,3,Red Zone Specialist (전 직원),"New York, NY",Good benefits but work can be tiring,"The benefits offered by Apple for both FT and PT are second to none! However, for people who aren't a people person this will be a tough job. You'll be in an environment with a lot of different kind of people.",,,,,,,
2024년 9월 22일,5,Operations Specialist (전 직원),"Sydney, FL",Great place,Work culture fantastic and get to meet so many different people. You’d love to work here if you like 0 micro managing and people who actually care about you.,,,,,,,
2024년 9월 22일,5,Customer Service Assistant (전 직원),"Newcastle upon Tyne, Tyne and Wear",apple culture!,ful for a student job and for someone who is interested in apple products and getting your hands on all the latest gear and what not helping customers find the best option for them,,,,,,,
2024년 9월 22일,5,Research Scientist (현 직원),"Cupertino, CA",It's been great so far,"Obviously every team within Apple (or any big company) is different, but here's a review of my team.

Pros:

- Very interesting projects.
- Autonomy to work on problems you like.
- Very competitive pay. It may be a bit lower than some other companies in the Bay Area, but it's still very good, and the interesting pay more than makes up for the difference.

Cons:

- There's really only one: super slow promotion cycles.",,,,,,,
2024년 9월 22일,3,Specialist (전 직원),"London, Greater London",Youth job,"Harder to connect with these days.
Good discount on some products but not correlating to salary.
Work life balance tough when hours are so varied. People help",,,,,,,
2024년 9월 22일,3,Tech Specialist (현 직원),"Orland Park, IL",Alright,Working as a tech specialist at Apple can be a rewarding experience once you complete training. Customers can be intimidating and upper management can sometimes be frustrating because it can seem like they’re never on the same page.,,,,,,,
2024년 9월 21일,5,Software Engineer (현 직원),"Austin, TX",Innovation is everywhere,"Coming into work and seeing everyone who is happy to be there is a good environment to be in. Resources are obviously there for individuals to grow, so if you’re a motivated individual, you’ll always be growing",,,,,,,
2024년 9월 20일,4,Systems Engineer (현 직원),California,Fast pace and fun place to work for,"Great benefits and a nice feeling to be apart of a the worlds most valuable brand
The team is great and you bound with peers that make your days easier and manage the overall stress",,,,,,,
2024년 9월 19일,5,Driver (전 직원),on the road,buen trabajo,buen lugar para trabajar y conocer mexico y viajar,Benefit aziendali,"Orari da centro commerciale, possibilità di crescita bassa",,,,,
2024년 9월 19일,5,Driver (전 직원),on the road,buen trabajo,buen lugar para trabajar y conocer mexico y viajar,todo,nada,,,,,
2024년 9월 18일,3,Developer program support (전 직원),"Austin, TX",It’s a job,"Receiving incoming calls from developers. Not too hard. Sometimes it is difficult, because a new software update comes out, and developers know about it before you do. Pay is good, benefits are great!",,,,,,,
2024년 9월 18일,5,Carpe Facto Advisor (현 직원),"Elk Grove, CA",Great company,Wonderful company to work for. Has great benefits. Great environment to be in. Lots of support from coworkers. Has 401K and ESPP. Great discounts on Apple products.,,,,,,,
2024년 9월 18일,5,Access Control Specialist (전 직원),"Mountain View, CA",Very productive Place to work,I feel the best specialist. because they made me feel like it. it’s always something new to learn. and also always somebody new to Meet as coworkers. Half of my life is at work so is good to know that I have a good Harmony. and always feel confident to ask any supervisor for help.,All work equipment been provided,My brakes on time and courtesy breaks,,,,,
2024년 9월 18일,5,Sales Associate (현 직원),"Londonderry, NH",Good,Good place to be. Colleagues are also very good to be with. Everyday is same bus also I don’t mind that. There are mostly good days than bad days so that is a plus,,,,,,,
2024년 9월 18일,4,Lead Apple Solutions Consultant (현 직원),"Atlanta, GA",Lack of Work Life Balance,"Retail hours in a corporate Apple role. Holidays consist of long hours and blackout days you can't request off. However, the pay and benefits are pretty good.",,,,,,,
2024년 9월 18일,5,Technical Specialist and Product Zone Sales (현 직원),"Novi, MI","Great place to work with good pay, plenty of room to grow and management that really cares about their people!",Can an be very stressful and hectic but great company culture and awesome managers and coworkers. Even part time employees get great benefits and regular pay raises!,"People/Culture, pay/benefits, growth potential",Retail hours/7 days a week,,,,,
2024년 9월 18일,4,Customer Service Representative (전 직원),"Boca Raton, FL",Fun workplace,"Awesome place to work for , I was working from home it was really good . The only problem is because I had a baby and he make a lot of nose in the background when I was working so I can no longer work there",,,,,,,
2024년 9월 17일,4,Specialist (전 직원),"Honolulu, HI",Good,Good benefits. Depending on where you work the customer demographic could be really engaging or very challenging. What really decides your enjoyment at the end of the day are the people you work with and how well you get along with them.,,,,,,,
2024년 9월 16일,4,Specialist (현 직원),"Montpellier, VI",Cool,"Salaire décent
Mais le work / life balance n’est pas toujours au rendez vous.
Les horaires du commerce rendent vraiment cela difficile.
Pas mal d’avantage entreprise",,,,,,,
2024년 9월 16일,4,Specialist (전 직원),"Dunwoody, GA",Cool place to work,"Fun place to work, best people I have ever worked with. You learn a lot not only from Apples training but your coworkers. Management had its ups and downs. Not family friendly because of the schedules.",,,,,,,
2024년 9월 16일,4,Specialist (현 직원),"Birmingham, West Midlands",Fun Workplace,"Friendly employees always happy to help, not too much pressure as a newcomer as everyone is so welcoming and eager to help

Product knowledge is crucial to the job but its easy to learn on the go",,,,,,,
2024년 9월 16일,5,Marketing Intern (전 직원),South Carolina,Cool advanced technology workplace making this review because I have to disregard,Cool fun company. please note. Enjoyed working there. That I didn't. I loved the opportunity. Ever work at this company. Enjoyed my time with co workers. This is mandatory to see. Great experience. Other reviews,,,,,,,
2024년 9월 13일,5,Specialista (현 직원),Emilia-Romagna,Ambiente stimolante,"Benefit, cultura aziendale, sconti sui prodotti, esperienze di carriera",Benefit aziendali,"Orari da centro commerciale, possibilità di crescita bassa",,,,,
2024년 9월 12일,1,Specialist (전 직원),"Albany, NY",terrible not fun,"What is the best part of working at the company?
Nothing, even the discounts arent enough

What is the most stressful part about working at the company?
Being told to help 10 people at the same time not being allowed to help just one customer at a time

What is the work environment and culture like at the company?
toxic and over achievers everywhere

What is a typical day like for you at the company?
chaos and cliquey and everyone just playing store",,,,,,,
2024년 9월 11일,2,Customer Service (전 직원),California,Hard work,"Very hard work and hard to keep up to standards, good breaks and happy times. Nice coworkers and good management. Overall a solid place to work if you need the money I guess.",,,,,,,
2024년 9월 11일,5,Specialist (전 직원),"Leicester, Leicestershire",Great place to work,Great place to work. Very sociable environment where you will make good friends with your colleagues. Benefits are great. A really good job to have if you are a student,,,,,,,
2024년 9월 11일,1,iOS Engineer (전 직원),"Austin, TX",Bad if you're a contractor,"While the company has a strong reputation, my personal experience was disappointing. The work environment was more stressful and less collaborative than I expected. Project management was often disorganized, leading to unrealistic deadlines and poor work-life balance. Despite the prestige associated with Apple, I found limited opportunities for growth or mentorship as a contractor. Based on my experience, I would not recommend this role to other iOS Engineers seeking contract work. However, experiences may vary across different teams and projects",,,,,,,
2024년 9월 11일,5,Specialist (전 직원),Italy,Ambiente dinamico e molto stimolante,"Ambiente di lavoro molto dinamico, ottima la comunicazione con i colleghi e con i manager. L’azienda valorizza ogni singolo dipendente e cerca di farlo diventare la versione migliore di se stesso",,,,,,,
2024년 9월 10일,5,Engineer (현 직원),"Cupertino, CA",Nice place to work for,"Great technology great people, cool technology to work with, work can be challenging but rewarding. Lots of potential in product and career growth overall",,,,,,,
2024년 9월 10일,5,Specialist (전 직원),"Paris, KY",Productive and fun place,"Working at the Apple Store was an enriching and dynamic experience. The company's commitment to innovation and customer satisfaction was evident in every aspect of the job. As an employee, I appreciated the extensive training programs that ensured I was knowledgeable about the latest products and services. The emphasis on continuous learning and professional growth was a standout feature.",Free Lucnhes,Short Brakes,,,,,
2024년 9월 10일,5,Specialist (전 직원),"Paris, KY",Productive and fun place,"Working at the Apple Store was an enriching and dynamic experience. The company's commitment to innovation and customer satisfaction was evident in every aspect of the job. As an employee, I appreciated the extensive training programs that ensured I was knowledgeable about the latest products and services. The emphasis on continuous learning and professional growth was a standout feature.",,,,,,,
2024년 9월 9일,3,Assistant (전 직원),"Milan, MI",Discreto,"Lavorare come assistente in un Apple Store è un'esperienza dinamica e stimolante. L'ambiente è vivace e orientato al cliente, con un focus costante sull'innovazione e sulla qualità del servizio. I colleghi sono collaborativi e motivati, mentre i manager offrono supporto e opportunità di crescita professionale. La formazione continua sui prodotti Apple è un plus, permettendo di rimanere sempre aggiornati sulle ultime tecnologie..",,,,,,,
2024년 9월 9일,5,Technical Support (현 직원),"Orlando, FL",AHA was great,College org aha remote job. You’re tasked to answer technical support questions and resolve issues that customers may have. Managers are usually pretty good and help where they can,,,,,,,
2024년 9월 9일,5,Spécialiste (전 직원),Montpellier (34),Belle expérience,"Vous allez apprendre beaucoup sur les produits, les clients, et le métier de spécialiste. Personnellement, j'ai adoré travaillé pour Apple, l'ambiance est top et vous rencontrez plein de beau monde.",,,,,,,
2024년 9월 9일,5,Senior Advisor (현 직원),Remote,Good Company,"A typical day at work involves troubleshooting customer issues, resolving software or hardware problems, and providing guidance to users via phone, email, or chat. Every day presents a variety of challenges, whether it’s diagnosing a complex system issue or guiding users through simpler tasks like password resets. Collaboration with team members to resolve escalated cases is common, as is ensuring documentation of solutions for future reference.
• What I learned: The job hones problem-solving skills and the ability to stay calm under pressure. It also fosters improved communication, as explaining technical concepts to non-technical users can be a frequent task. Additionally, I gained a deeper understanding of the software, hardware, and network systems I was supporting, along with the importance of maintaining excellent customer service.
• Management: In my experience, management was supportive and fostered a collaborative environment. They were approachable and encouraged feedback on processes that could be improved. They also ensured continuous learning and development through training and mentorship, which helped me grow in my role.
• Workplace culture: The culture was typically fast-paced but positive. There was a strong focus on teamwork and collaboration, with colleagues always willing to share knowledge and assist with challenging cases. There was also an emphasis on work-life balance and employee well-being, which was appreciated in what can sometimes be a high-stress role.
• The hardest part of the job: The most challenging aspect was managing difficult customers - 
더보기",Job Growth,Managing difficult customers or complex issues that require extensive troubleshooting.,,,,,
2024년 9월 9일,5,Senior Technical Support Advisor (현 직원),"Austin, TX","Fun environment, pretty campus, and great people","Working at Apple as a Senior Support Advisor has been a rewarding experience. The role offers the chance to tackle complex technical challenges, collaborate with diverse teams, and provide meaningful support to customers. Apple’s focus on quality and innovation creates a fast-paced environment, encouraging problem-solving and continuous learning.

One of the highlights is the supportive team culture, where collaboration and knowledge-sharing are encouraged. Management is approachable, and there’s a strong emphasis on professional growth, whether through additional responsibilities or opportunities to participate in rotations like software engineering.","Healthcare, Accessibility, 401k",Short Breaks,,,,,
2024년 9월 6일,5,Technical Support Specialist (현 직원),"Elk Grove, CA",Fun and productive,It is a great place to work they make out fun coworkers are a best friends kinda package you will go far but be busy covering your Apple at all times!,,,,,,,
2024년 9월 6일,5,Technical Specialist (전 직원),"Garden City, NY","Great growth, company, and environment but its retail still","I had a positive experience at this company. The benefits were excellent, especially the healthcare coverage, which was offered to part-time employees as well. There were also numerous programs to promote employee engagement and well-being.

While management could sometimes be demanding in terms of performance, I never had a negative experience. Interacting with customers was a highlight, as I enjoyed meeting people from diverse backgrounds.

Although I left for a job with better pay and hours, I do miss the company and wish I could still work there with a flexible schedule.",,,,,,,
2024년 9월 5일,5,Genius (전 직원),Florida,Over all a good experience,Is Apple perfect ? No but it pays better than a lot of jobs. The benefits are great. The downside of being a technician is you have to be okay with a fast pace environment and multi tasking.,,,,,,,
2024년 9월 4일,4,Consultant (현 직원),"Brooklyn, NY",Positive but challenging,"The work culture is great, but can be challenging to navigate depending on your supervisor. You should be comfortable advocating for yourself within your location.",,,,,,,
2024년 9월 4일,3,Account Manager (현 직원),Remote,Disappointing Experience,"Work-life balance at Apple is nonexistent, with constant overwork and little respect for personal time. Management is disengaged and dismissive, and promotions go to favorites rather than those who are truly qualified. Not recommended.",,,,,,,
2024년 9월 2일,4,Customer Service Representative (전 직원),"Phoenix, AZ",Track to advancement,Good strong path to advance in your given role. You start with their basic products and grow to improve into new roles on a time line that's well tested and well paced with qualifying raises,,,,,,,
2024년 9월 1일,4,Technical Specialist (현 직원),California,"great benefits, great people","the best place i’ve worked for! management tends to be super understanding. you build a close bond with your coworkers fast. everyone cares about each other and has each other’s back. can be hard to feel like you have a work life balance at peak seasons. full time is mandatory 40hr weeks so can feel like there is no work life balance. no set schedule or set days off. benefits are great! maternity leave, vacation, etc. employee discount could be better. hard to advance if not willing to relocate. company can definitely afford to pay its employees more","benefits, pay, environment","scheduling, store schedule",,,,,
2024년 9월 1일,5,Technical Support (현 직원),"Salem, NH",Fun,"Working for Apple has been an incredible experience! The company truly values innovation and creativity, and it shows in every aspect of the workplace. The environment is fast-paced and challenging, which keeps things exciting and pushes you to be your best. The team is composed of some of the brightest minds in the industry, and the collaborative spirit is palpable. The benefits are top-notch, and the opportunities for growth and development are plentiful. Overall, I feel incredibly fortunate to be part of such a forward-thinking and supportive organization.",,,,,,,
,4,,,Good,"Nice place to work. Amazing atmosphere to eork in. Great people great staff. Tons of benefits, and amazing work life balance. Thigs are nice snd comfy.",,,,,,,
2024년 8월 30일,4,Wireless Analysts (전 직원),"Sunnyvale, CA","Great teammates, but horrible management","Loved working with my colleagues, but micromanaging was the worse. Management didn’t understand work life balance. They offered great benefits and had fun team outings.",,,,,,,
2024년 8월 30일,5,Employee (현 직원),Georgia,Apple,"Sure! Here’s a 5-star review for you:

⭐⭐⭐⭐⭐

""I had an absolutely fantastic experience! The service was top-notch from start to finish. The staff were incredibly friendly and attentive, making sure all my needs were met. The atmosphere was warm and inviting, and the quality of the products exceeded my expectations. I highly recommend this place to anyone looking for an exceptional experience. I will definitely be coming back!""",,,,,,,
2024년 8월 30일,3,Technical Specialist (전 직원),"Cincinnati, OH",Good Pay and Benefits,"It was really fun to work there however, the work life balance was extremely poor.

Part timers are expected to work full time hours but only get part time benefits. I left because of the requirement to have 5 days open to work (you will be scheduled) even if you also have a full time job elsewhere",,,,,,,
2024년 8월 29일,5,Operator (전 직원),"Cork, County Cork",Easy going work,"Good staff + management, 3x12 shifts were very handy gives you plenty of time off. No nights which is a big plus. Not a very stable job though, you can be let go at any time.",,,,,,,
2024년 8월 29일,5,Sales Associate (전 직원),New Jersey,Good Place to Work at,Everyone at this location are good people they are there to help and always keep a positive attitude they helped me allot and gave me tons of experience.,Free Lucnhes,Short Brakes,,,,,
2024년 8월 29일,3,AI/ML Annotation Analyst (현 직원),"Cork, Ireland",Monotonous work,"As they tell you in advance, it is very monotonous work. Which in itself would be okay, were it not that there are a plethora of micro-managing rules.
They talk a lot about ""growth opportunities"", but that is untrue. There are 500 people who all want to grow within the company, and only 2 per year that can do so. This department is not a good way into the company.","Free lunches. Growth, gain friends, merchandise",希望休がとりにくい,,,,,
2024년 8월 29일,3,AI/ML Annotation Analyst (현 직원),"Cork, Ireland",Monotonous work,"As they tell you in advance, it is very monotonous work. Which in itself would be okay, were it not that there are a plethora of micro-managing rules.
They talk a lot about ""growth opportunities"", but that is untrue. There are 500 people who all want to grow within the company, and only 2 per year that can do so. This department is not a good way into the company.",,,,,,,
2024년 8월 28일,5,Senior Technical Specialist (현 직원),"Ireland, IN",Great company to work for,"Great company to work for. Benefits are great. Company shares, discounts and helathcare. Highly recommended for people that are good working on their own initiative.",,,,,,,
2024년 8월 27일,3,Annotation Analyst (전 직원),"La Jolla, CA",Easy job but horrible management,"The job itself was very easy but very repetitive and boring. Management is what made the job not worth it. Favoritism was apparent, micromanaging was constant, and the expectations/metrics to be met started becoming unrealistic",,,,,,,
2024년 8월 27일,5,Specialist (현 직원),Illinois,Great place,"Diverse employment with opportunities to grow and learn. They have amazing products. Work culture is healthy, and plenty hours to pick up if you are p/t.",,,,,,,
2024년 8월 27일,4,アドバイザー (현 직원),東京都 世田谷区,仕事内容は結構ハードです,"正直覚える事が非常に多い上、成績至上主義です
そのためカスタマーとしての難易度は高く、その割に貰える賃金は低めであるのが否めません",在宅,希望休がとりにくい,,,,,
2024년 8월 27일,4,asesor de ventas (전 직원),"Cholula, Pue.",Regular,"Buen es quema de comisión, buen ambiente, lo que no mes gustó fue tener que casi obligar a los clientes a comprar los seguros para que la coach no me evaluara mal",,,,,,,
2024년 8월 27일,4,Team Member (전 직원),"London, Greater London",productive and fun,"Excellent work life balance, great salary, good people, free lunch, great benefits, opportunities to learn and grow, and travel opportunities also are there",,,,,,,
2024년 8월 26일,3,Sacker (현 직원),"Ontario, CA",Reliable friendly service,"Typical day I go to office and start developing apps.
Learned how develop apps. Always meets my project expectations. Always stimulates my curiosity. And…",,,,,,,
2024년 8월 26일,5,Make Ready Technician (현 직원),"Chicago, IL",It’s fun,I really have fun doing this job honestly I love all thing about this because my mom told me it would be an amazing experience imand it really is like I’m lesrni,,,,,,,
2024년 8월 24일,3,Support Tech (전 직원),"Atlanta, GA",Good place if you like to not have any downtime,I worked at Apple as an at home Technical Support specialist. Apple Pay’s very well but you do not have much opportunity for downtime (such as bathroom breaks etc). You are being monitored majority of your shift and it can get a bit annoying for someone like me. All in all not too bad but I don’t think it is much longevity.,,,,,,,
2024년 8월 24일,2,Technical Expert (전 직원),"Paramus, NJ",Ok,"Working at Apple is a unique and rewarding experience, blending innovation with a strong culture of collaboration. The company fosters an environment where creativity is encouraged, and employees are empowered to push the boundaries of what's possible. The emphasis on quality and attention to detail is evident in every project, from product development to customer interactions.

The fast-paced environment can be challenging, but it's also invigorating, providing endless opportunities for personal and professional growth. Apple places a high value on diversity and inclusion, ensuring that every voice is heard and every idea has the potential to become the next big thing.

The leadership is visionary, with a clear commitment to making a positive impact on the world through technology. While the demands can be high, the sense of accomplishment and being part of something bigger makes it all worthwhile. Overall, working at Apple is an inspiring journey that continually drives excellence.",,,,,,,
2024년 8월 23일,5,Manager (전 직원),"New York, NY",Fun and productive workplace,"Working at Apple was an exceptional experience due to its innovative culture, focus on personal growth, and dedication to creating outstanding customer experiences. The collaborative environment and emphasis on cutting-edge technology made every day exciting and rewarding.",,,,,,,
2024년 8월 23일,2,Genius Admin (현 직원),"Santa Clara, CA",Retail He-l-l,"Apple retail used to be the holy grail of retail jobs with so much opportunity for advancement and corporate employees seemed to respect that we are the face of Apple, well not anymore, managers are only concerned about numbers and pushing sales, and the job of working for apple is gone.",,,,,,,
2024년 8월 22일,5,"Seasonal Specialist Denver,Colorado (현 직원)","Denver, CO",Such a fun workplace to be productive and has so much work and personal growth,A typical day at apple was making sure to provide great customer service to the customers. Sometimes training but most important growth you are surrounded by many people who want to see you thrive in the work life and personal life. Working at apple has been one of the best experience in my work history.,"Free lunches. Growth, gain friends, merchandise",,,,,,
2024년 8월 22일,5,Customer Relations Specialist (현 직원),"Miami, FL",Busy workplace but great benefits,"Great place to work for. Management has been a struggle as they are constantly turning over, but I have had nothing but great ones so far. The benefits are exceptional. Health and dental, paid gym membership, discount on products you name it. This will be a hard company to leave for sure",,,,,,,
2024년 8월 22일,5,Operations Specialist (전 직원),"San Francisco, CA","Productive place, learn new things","Always felt support at the company, always learning new things about tech, great place to work for. Never a dull moment, and you get to do various things when placed in a shift. Never stuck doing one project or thing.",,,,,,,
2024년 8월 21일,3,Genius (전 직원),Ontario,"Busy, but fun",Great people and fun environment. I was fortunate enough to open two separate retail locations. Only downside was that if you questioned leadership choices you were quickly on the outside.,,,,,,,
2024년 8월 21일,4,Developer Support (현 직원),"Ireland, IN",fun workplace good benefits and salary,"good management
Evolution is complicated
Great benefits
job secured but working on KPI could be stressfull and working on customer care can be really challenging",,,,,,,
2024년 8월 21일,3,Technical Support (전 직원),"Elk Grove, CA",Fast pace and high stress,Call center is very busy and requires a lot of patience. No room for advancement in this office. Benefits were good. Salary was too low for the amount of work.,,,,,,,
2024년 8월 21일,3,Technical Expert (전 직원),"Chicago, IL",Fine,"Its retail and you have to deal and talk to people all day. Nice change of pace to learn how to repair iPhones. Pay isn't very good, but you're always supported by management",,,,,,,
2024년 8월 20일,5,Software Developer (전 직원),"Calgary, AB",fun,"Working at the Apple Store has been an enriching experience. The environment is dynamic and fast-paced, making each day unique and challenging. One of the highlights of working here is the opportunity to engage with a diverse group of customers, helping them solve problems and find the right technology to meet their needs. The training is thorough, ensuring that employees are well-equipped with the knowledge to assist customers effectively.

The team culture is collaborative, with a strong emphasis on teamwork and personal development. Apple fosters an inclusive environment where ideas are valued, and there is always room for growth. The benefits are excellent, and the company invests in its employees through various training programs and career advancement opportunities.

Overall, working at the Apple Store is a rewarding experience that offers both professional and personal growth in a supportive and innovative environment.",additional and non-traditional bonuses,exercise in a short period of time,,,,,
2024년 8월 20일,5,Software Developer (전 직원),"Calgary, AB",fun,"Working at the Apple Store has been an enriching experience. The environment is dynamic and fast-paced, making each day unique and challenging. One of the highlights of working here is the opportunity to engage with a diverse group of customers, helping them solve problems and find the right technology to meet their needs. The training is thorough, ensuring that employees are well-equipped with the knowledge to assist customers effectively.

The team culture is collaborative, with a strong emphasis on teamwork and personal development. Apple fosters an inclusive environment where ideas are valued, and there is always room for growth. The benefits are excellent, and the company invests in its employees through various training programs and career advancement opportunities.

Overall, working at the Apple Store is a rewarding experience that offers both professional and personal growth in a supportive and innovative environment.",,,,,,,
2024년 8월 20일,5,Genius (전 직원),"London, Greater London","Rewarding, exciting, always learning","Nearly eight years of experience working in Apple Stores, always looking forward to the next day and the next possible challenge as an opportunity to learn. For retail work it feels properly managed and organised, although that always depends on the actual people involved, and the company benefits and support are excellent.

I only left to gain more experience in other fields, and would love to go back to Apple at some point in a different role, as it really does provide a sense of community and belonging.",,,,,,,
2024년 8월 19일,5,IT Technician (전 직원),Remote,Great overall company,"Good place to work
Great home balance
Scheduling aligns with my personal life
Help is always there in the chat
Team members are reliable and always ready to help",,,,,,,
2024년 8월 19일,1,Software Engineer (현 직원),"Cupertino, CA",Good,"good environment, good pay. Cafeteria food are not good. Long hours. Love working hybrid. Meetings are short. Many indians co workers. Cupertino is borinh",,,,,,,
2024년 8월 19일,3,Product Zone Specialist (전 직원),"Toronto, ON",Great company to start but gets toxic,"Benefits and pay are good.
It’s not all rainbows and butterflies. Leadership is extremely toxic and a lot of managers lack necessary boundaries with their team members. This leads to extreme and recurring preferential treatment.",,,,,,,
2024년 8월 19일,3,Retail Specialist (전 직원),"Nashua, NH",Good for college Students,"It was productive, but I was doing sales, so I was busy most of the time. You can make good connections there, if you’re willing to network. I would have stayed there for longer if I could go back in time.",,,,,,,
2024년 8월 17일,5,Inventory Specialist (전 직원),"Toronto, ON",Productive and fun workplace,"great place to work, pay is above average, management is typical, benefits are great, all staff are friendly, very productive",,,,,,,
2024년 8월 16일,5,Sales Associate (전 직원),"Dedham, MA",Fun environment,"co-workers are friendly and knowledgeable amazing workplace, enjoyed learning every day and helping others. very inclusive work environment can be hectic during the holiday season.",,,,,,,
2024년 8월 15일,4,Chef (전 직원),"Cupertino, CA",Overall great experience,Good culture work balance .I was able to create and make anything I wanted after Covid too much politics The hardest part was listening to supervisors less business acumen,Anything I wanted to use,Promotions,,,,,
2024년 8월 15일,2,Tech Specialist (전 직원),Glasgow Scotland,Have to be a yes man,"Emphasis on the man
Store leader is a replicant
Will be expected to do jobs beyond pay for no promotion
When doing said job for years will
Still not be promoted if you don’t toe the company line",,,,,,,
2024년 8월 15일,5,"It doesn't matter the position, it's important to be efficient (현 직원)",USA NEW YORK CITY,Cute and fun,"I am from Uzbekistan, Samarkand region. It is necessary to organize such a place so that when people come to the show, they can enjoy watching and The main goal of my work is that the Apple company can be perfect in every way on a global scale",additional and non-traditional bonuses,exercise in a short period of time,,,,,
2024년 8월 15일,5,Retail Sales Associate (전 직원),"Los Angeles, CA",Productive and fun workplace,"Atmosphere is very pleasant and makes working easy. Management is great and is always there to help you grow. Work is not difficult, but requires staying educated on Apple updates etc.. . Only complaint is if you are part time hours suck.",,,,,,,
2024년 8월 14일,2,Intern (전 직원),"San Diego, CA",Bad experience,I didn't like my boss or my work. They left no work for me to do and were unhelpful and gave no feedback. Would not work for them again and I would not recommend,,,,,,,
2024년 8월 14일,5,Specialist (전 직원),"New York, NY",Great Company,they're a really good company who puts customers first in every aspect and know how to take care if their employees. customer service is second to none.,,,,,,,
2024년 8월 14일,5,iPhone Hardware Engineer (전 직원),"Cupertino, CA","Great place to work, tight deadlines, long hours","This is Apple. Great benefits, discounts etc. but this doesn't come for free. Long hours, especially during product launch time. However, it's rewarding seeing your work in the hands of millions (billions?).",,,,,,,
2024년 8월 13일,4,Data Quality Analyst (현 직원),Remote,Has its ups and downs,"Upside is that it's a remote job, bare-minimum benefits, and communication from higherups can be slow when waiting for instructions. Work is very repetitive and can get boring, but some people like that. No way to grow in this position, as it's a contract job, but it pays well and they train you.",,,,,,,
2024년 8월 12일,5,Risk Manager (전 직원),"San Antonio, TX",Nice,"Colleges were nice, extremely helpful and work life balance was great. Pay is good, and very rewarding, left because i am looking for more technical job positions",,,,,,,
2024년 8월 12일,3,Product Specialist (현 직원),"Yonkers, NY",Great Place to transition to a salary job,When i started at apple in 2019 it was great. Since then the company has changed and does not seem to favor the employee. While yes it is the most competitive in the retail space it has downfalls on what fair and equitable work should be,,,,,,,
2024년 8월 12일,5,Technical Support (전 직원),"Austin, TX",Best place I've ever worked,"I was employed as technical support advisor during college. Best work from home jobs. Was provided outstanding benefits, great pay, and a nice discount. Downside was the adjustment to staying home all day.",,,,,,,
2024년 8월 11일,4,Technical Support (전 직원),"Columbus, OH",It’s a job,It’s a retail job. Keep your expectations in check. Turn over is high due to the grinding nature and customer experience. Can lead to great entry level experience with career potential. Would recommend as a part time job going to college or high school.,,,,,,,
2024년 8월 11일,1,Specialist (전 직원),"San Francisco Bay Area, CA",Don't Recommend,"No promotion opportunity, toxic work environment, unsupportive leaders, always understaffed, all they care about is making money at the Apple Store, unacceptable",All good stuff,No bad studf,,,,,
2024년 8월 11일,1,Specialist (전 직원),"San Francisco Bay Area, CA",Don't Recommend,"No promotion opportunity, toxic work environment, unsupportive leaders, always understaffed, all they care about is making money at the Apple Store, unacceptable",,,,,,,
2024년 8월 10일,5,Product Zone Specialist (전 직원),"King of Prussia, PA","Productive, Fun and Amazing","When working for Apple, at first I did not think I was qualified. However, I was and it was an amazing experience. I would love to work with the company again! I worked for them and had great managers, great workers and much more! Loved it!","Great team, culture was amazing, training available and stock!","Time consuming, sometimes hard to get promotions at times, stressful customers at time.",,,,,
2024년 8월 9일,4,Specialist (전 직원),"Nashua, NH",Good resume builder,"Work-Life Balance: Depending on the role and department, work-life balance can be challenging. Long hours and a demanding pace might be a reality for some positions.",,,,,,,
2024년 8월 9일,5,Floor Staff (전 직원),"Newark, DE",Fun Workplace,"I honestly was sad it had to end, however new things come. The location was overall great. I totally recommend people to work here, & the hours are also flexiable.",,,,,,,
2024년 8월 9일,4,engineer (전 직원),"Silicon Valley, CA",pretty decent,"i thought it was pretty decent. ok food, nice people, and decent pay. just make sure that you clean after yourself when you use the toilet or else your manager might find out",,,,,,,
2024년 8월 9일,5,Specialist (전 직원),Polopark MB,Its a fun place to work . Deeply satisfying to work their,It’s usually busy . If you are a people lover this is perfect job for you. I loved my work. Very good pay . And benefits are very awesome . Truly a company that recognizes their people.,All good stuff,No bad studf,,,,,
2024년 8월 9일,5,Sales Representative (현 직원),"Los Alamitos, CA",great place,"awesome coworkers, good team, and a wonderful place to grow your career. the benefits are really good and management tends to really help you improve. its a good place",,,,,,,
2024년 8월 9일,5,Senior Technical Advisor (현 직원),"Austin, TX",Great place to work,"Apple is not as successful as they are for no reason. They are passionate about their employees, provide amazing immediate benefits, excellent pay and advancement opportunities, top notch training and an all inclusive environment. You can work from home or on one of their campuses. Working for Apple is challenging and they have a rigorous hiring process.",,,,,,,
